"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv2937","MLST+","-","3273206..3274075","drrB","Daunorubicin-dim-transport integral membrane protein ABC transporter DrrB","NP_217453.1","Rv2937, (MTCY19H9.05), len: 289 aa. drrB,daunorubicin-dim-transport integral membrane protein ABC transporter, probably involved in daunorubicin resistance and phthiocerol dimycocerosate transport (see citations below), equivalent to Q49935|DRRB|ML2351|L518_F1_9 daunorubicin resistance transmembrane protein from Mycobacterium leprae (288 aa), FASTA scores: opt: 1252,E(): 5.3e-72, (64.0% identity in 289 aa overlap). Also similar to others e.g. Q9XCF8 DRRB protein from Mycobacterium avium (246 aa), FASTA scores: opt: 423, E(): 1.5e-19, (30.85% identity in 243 aa overlap); Q9S6H4 daunorubicin resistance protein B from Mycobacterium avium (246 aa), FASTA scores: opt: 420, E(): 2.3e-19, (30.85% identity in 243 aa overlap); P32011|DRRB_STRPE daunorubicin resistance transmembrane protein from Streptomyces peucetius (283 aa), FASTA scores: opt: 242, E(): 4.7e-08,(27.85% identity in 219 aa overlap); etc. Note that Rv293|drrB belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2938","MLST+","-","3274072..3274902","drrC","Probable daunorubicin-dim-transport integral membrane protein ABC transporter DrrC","NP_217454.1","Rv2938, (MTCY19H9.06), len: 276 aa. Probable drrC,daunorubicin-dim-transport integral membrane protein ABC transporter, probably involved in daunorubicin resistance and phthiocerol dimycocerosate transport (see citations below), equivalent to Q9CB71|ML2350 probable antibiotic resistance membrane protein from Mycobacterium leprae (276 aa), FASTA scores: opt: 1434, E(): 1.2e-81, (79.0% identity in 276 aa overlap); and Q49941|DRRC|L518_F3_76 putative daunorubicin resistance transmembrane protein from Mycobacterium leprae (244 aa), FASTA scores: opt: 1194,E(): 8.3e-67, (76.85% identity in 242 aa overlap). Also similar to others e.g. Q9XCF9 DRRC protein from Mycobacterium avium (263 aa), FASTA scores: opt: 538, E(): 3.7e-26, (32.65% identity in 251 aa overlap); Q9S6H3 daunorubicin resistance protein C from Mycobacterium avium (263 aa), FASTA scores: opt: 533, E(): 7.6e-26, (32.25% identity in 251 aa overlap); P32011|DRRB_STRPE daunorubicin resistance transmembrane protein from Streptomyces peucetius (283 aa), FASTA scores: opt: 276, E(): 6.6e-10,(21.07% identity in 261 aa overlap); etc. Note that Rv2938|drrC belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2939","MLST+","-","3274949..3276217","papA5","Possible conserved polyketide synthase associated protein PapA5","NP_217455.1","Rv2939, (MTCY19H9.07), len: 422 aa. Possible papA5,conserved polyketide synthase (PKS) associated protein (see Camacho et al., 2001), equivalent to Q49939 hypothetical 45.6 KDA protein from Mycobacterium leprae (423 aa), FASTA scores: opt: 2398, E(): 4.5e-144, (84.05% identity in 426 aa overlap); and Q02279|YMA3_MYCBO hypothetical 38.1 KDA protein from Mycobacterium bovis (354 aa), FASTA scores: opt: 2193, E(): 3.6e-131, (97.4% identity in 343 aa overlap). And C-terminus highly similar to to Q9S381 hypothetical 5.0 KDA protein (fragment) from Mycobacterium leprae (44 aa), FASTA scores: opt: 275, E(): 1.4e-10,(88.65% identity in 44 aa overlap). Also similar in part to various synthetases e.g. Q9AE01|RIF20 RIF20 protein from Amycolatopsis mediterranei (Nocardia mediterranei) (403 aa), FASTA scores: opt: 282, E(): 2.7e-10, (30.3% identity in 393 aa overlap); middle part of Q00869|ESYN1 enniatin sythetase (fragment) (N-methyl peptide synthetase) from Fusarium equiseti (3131 aa), FASTA scores: opt: 180, E(): 0.0036, (26.85% identity in 242 aa overlap); N-terminus of Q9FB18 peptide synthetase NRPS2-1 from Streptomyces verticillus (2626 aa), FASTA scores: opt: 159, E(): 0.068,(23.65% identity in 351 aa overlap); etc. Note that Rv2939|papA5 belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2940c","MLST+","-","3276380..3282715","mas","Probable multifunctional mycocerosic acid synthase membrane-associated Mas","NP_217456.1","Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below),almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142,E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0,(40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site."
"Rv2941","Accessory","Gene Rv2941 overlaps Rv2942 at 8 bases.","3283335..3285077","fadD28","Fatty-acid-AMP ligase FadD28 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)","NP_217457.1","Rv2941, (MTCY24G1.08c), len: 580 aa. FadD28 (alternate gene name: acoas), fatty-acid-AMP synthetase (see citations below), almost identical to P71495 acyl-CoA synthase from Mycobacterium bovis (582 aa), FASTA scores: opt: 3828, E(): 0, (99.15% identity in 580 aa overlap); and equivalent to Q9CD79|FADD28|ML0138 acyl-CoA synthetase from Mycobacterium leprae (579 aa), FASTA scores: opt: 3183,E(): 8.8e-186, (81.9% identity in 580 aa overlap). And also highly similar to others Mycobacteria proteins e.g. O07797|FADD23|Rv3826|MTCY409.04c putative fatty-acid-CoA synthetase from Mycobacterium tuberculosis (584 aa); etc. Contains PS00018 EF-hand calcium-binding domain. Note that Rv2941|fadD28 and Rv2942|mmpL7 are transcriptionally coupled (proven experimentally)."
"Rv2942","MLST+","-","3285070..3287832","mmpL7","Conserved transmembrane transport protein MmpL7","NP_217458.1","Rv2942, (MTCY24G1.07c), len: 920 aa. MmpL7,conserved transmembrane transport protein (see citations below), member of RND superfamily, highly similar to Q9XB10 hypothetical 99.5 KDA protein from Mycobacterium bovis BCG (945 aa), FASTA scores: opt: 488, E(): 4.9e-20, (29.5% identity in 918 aa overlap); and to others from Mycobacteria e.g. O53735|MML4_MYCTU from Mycobacterium tuberculosis (945 aa), FASTA scores: opt: 481, E(): 1.2e-19, (25.9% identity in 922 aa overlap); etc. Also similar to other membrane proteins e.g. O54101|MMLB_STRCO|SC10A5.10c putative membrane protein from Streptomyces coelicolor (847 aa), FASTA scores: opt: 256,E(): 7.2e-07, (25.15% identity in 545 aa overlap); etc. Contains PS00639 Eukaryotic thiol (cysteine) proteases histidine active site, PS00079 Multicopper oxidases signature 1, and PS00044 Bacterial regulatory proteins,lysR family signature. Belongs to the MmpL family. Note that Rv2941|fadD28 and Rv2942|mmpL7 are transcriptionally coupled (proven experimentally)."
"Rv2943","not used","Excluded in Comas 2010","3288464..3289705",,"Probable transposase for insertion sequence element IS1533","NP_217459.1","Rv2943, (MTCY24G1.06c), len: 413 aa. Probable transposase for insertion sequence IS1533, similar to other transposases e.g. P15025|ISTA_ECOLI ista protein (insertion sequence IS21) from Escherichia coli (390 aa), FASTA scores: opt: 268, E(): 5.1e-11, (24.1% identity in 378 aa overlap). Contains potential helix-turn-helix motif at aa 19-40 (Score 1611, +4.67 SD)."
"Rv2943A","not used","Gene Rv2943A overlaps Rv2944 at 446 bases.","3289705..3290235",,"Possible transposase","YP_177680.1","Rv2943A, len: 176 aa. Possible transposase, similar to many e.g. AJ238712|MBO238712_2 putative transposase (IS21-l) from Mycobacterium bovis BCG (266 aa), FASTA scores: opt: 762, E(): 0, (100.0% identity in 118 aa overlap). Possible frameshift after codon 118 i.e. near position 3290056, to fuse with Rv2944."
"Rv2944","not used","Excluded in Comas 2010","3289790..3290506",,"Possible transposase for insertion sequence element IS1533","NP_217460.1","Rv2944, (MTCY24G1.05c), len: 238 aa. Possible transposase for IS1533, similar to is-element proteins e.g. P15026|ISTB_ECOLI istb protein from Escherichia coli (265 aa), FASTA scores: opt: 475, E (): 1.6e-21, (48.0% identity in 148 aa overlap); Z95436|MTY15C10_14 from Mycobacterium tuberculosis (248 aa), FASTA scores: opt: 784, E(): 0,(87.4% identity in 135 aa overlap). Contains PS00017 ATP/GTP-binding site motif A (P-loop)."
"Rv2945c","MLST+","-","3290624..3291325","lppX","Probable conserved lipoprotein LppX","NP_217461.1","Rv2945c, (MTCY24G1.04), len: 233 aa. Probable lppX,conserved lipoprotein, equivalent to Q9CD80 putative lipoprotein from Mycobacterium leprae (233 aa), FASTA scores: opt: 1165, E(): 2.1e-65, (76.4% identity in 233 aa overlap); and similar to Q9CCP6|ML0557 from Mycobacterium leprae (238 aa), FASTA scores: opt: 338, E(): 7.4e-14,(30.75% identity in 231 aa overlap). Also similar to others from Mycobacterium tuberculosis e.g. P71679|LPRG_MYCTU lipoprotein (236 aa), FASTA scores: opt: 342, E(): 4.1e-14,(32.05% identity in 231 aa overlap); etc. Contains PS00013 Prokaryotic membrane lipoprotein lipid attachment site, and has in its N-terminal a signal peptide. Belongs to the LPPX/lprafg family of lipoproteins. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."
"Rv2946c","MLST+","-","3291503..3296353","pks1","Probable polyketide synthase Pks1","NP_217462.1","Rv2946c, (MTCY24G1.03), len: 1616 aa. Probable pks1,polyketide synthase, similar to many e.g. ML035|AL583917|Q9CD81 putative polyketide synthase from Mycobacterium leprae (2103 aa), Fasta scores: opt: 8761,E(): 0, (82.6% identity in 1620 aa overlap); etc. Almost identical in part to G560507|Q50470 PKS002C protein from Mycobacterium tuberculosis (fragment) (950 aa), Fasta scores: opt: 5685, E(): 0, (95.3% identity in 927 aa overlap). Also similar to Mycobacterium tuberculosis polyketide synthases pks7|Rv1661|P94996 (2126 aa) (54.6% identity in 1632 aa); pks12|Rv2048c|O53490 (4151 aa) (58.0% identity in 1606 aa); pks8|rv1662|O65933 (1602 aa) (59.7% identity in 1144 aa). Contains a PS00012 Phosphopantetheine attachment site. Note pks1 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids."
"Rv2947c","MLST+","-","3296350..3297840","pks15","Probable polyketide synthase Pks15","NP_217463.1","Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15,polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa),FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids."
"Rv2948c","MLST+","-","3297837..3299954","fadD22","P-hydroxybenzoyl-AMP ligase FadD22","NP_217464.1","Rv2948c, (MTCY24G1.01), len: 705 aa. FadD22,p-hydroxybenzoyl-AMP ligase. Highly similar to many e.g. Q9CD82|ML0134 putative acyl-CoA synthetase from Mycobacterium leprae (707 aa), fasta scores: opt: 3554,E(): 6.4e-209, (75.9% identity in 705 aa overlap). Almost identical to G560509|Q50468 PKS002A protein from Mycobacterium tuberculosis (705 aa), fasta scores: opt: 4647, E(): 0, (99.7% identity in 705 aa overlap)."
"Rv2949c","MLST+","-","3299971..3300570",,"Chorismate pyruvate lyase","NP_217465.1","Rv2949c, (MTCY349.41), len: 199 aa. Chorismate pyruvate lyase, equivalent to Q9CD83|ML0133 hypothetical protein from Mycobacterium leprae (210 aa), FASTA scores: opt: 797, E(): 7.4e-47, (62.55% identity in 195 aa overlap). Equivalent to AAK47348 from Mycobacterium tuberculosis strain CDC1551 (212 aa) but shorter 13 aa. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."
"Rv2950c","MLST+","-","3300596..3302455","fadD29","Fatty-acid-AMP ligase FadD29 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)","NP_217466.3","Rv2950c, (MTCY349.40), len: 619 aa. fadD29,fatty-acid-AMP synthetase, similar to various mycobacterial enzymes believed to be involved in polyketide or fatty acid synthesis. Equivalent (but shorter 61 aa) to Q9CD84 from Mycobacterium leprae (680 aa), FASTA scores: opt: 3280,E(): 2.2e-192, (80.15% identity in 620 aa overlap); and highly similar to others from Mycobacterium leprae e.g. Q9Z5K5 probable acyl-CoA synthase (583 aa), FASTA scores: opt: 2358, E(): 3.4e-136, (62.35% identity in 579 aa overlap). Also similar to others from Mycobacterium tuberculosis e.g. Q10976|FD26_MYCTU putative fatty-acid--CoA ligase (583 aa), FASTA scores: opt: 2416,E(): 1e-139, (63.15% identity in 581 aa overlap) (N-terminus shorter); etc. Equivalent to AAK47349 from Mycobacterium tuberculosis strain CDC1551 (582 aa) but longer 37 aa."
"Rv2951c","MLST+","-","3303103..3304248",,"Possible oxidoreductase","NP_217467.1","Rv2951c, (MTCY349.39), len: 381 aa. Possible oxidoreductase, equivalent to Q9CD85 putative oxidoreductase from Mycobacterium leprae (382 aa), FASTA scores: opt: 2225, E(): 7.6e-134, (84.8% identity in 382 aa overlap); and similar to O30260 conserved hypothetical protein from Mycobacterium leprae (363 aa), FASTA scores: opt: 652, E(): 6.1e-34, (32.55% identity in 344 aa overlap). Also similar to various oxidoreductases e.g. O29071|AF1196 N5,N10-methylenetetrahydromethanopterin reductase from Archaeoglobus fulgidus (348 aa), FASTA scores: opt: 381, E(): 9.7e-17, (27.7% identity in 354 aa overlap); Q58929|mer|MJ1534 F420-dependent methylenetetrahydromethanopterin reductase from Methanococcus jannaschii (331 aa), FASTA scores: opt: 372,E(): 3.5e-16, (30.85% identity in 295 aa overlap); Q9UXP0 putative F420-dependent N5,N10-methylene-tetrahydromethanopterin reductase from Methanolobus tindarius (326 aa), FASTA scores: opt: 343,E(): 2.4e-14, (27.4% identity in 314 aa overlap); etc."
"Rv2952","MLST+","-","3304441..3305253",,"Possible methyltransferase (methylase)","NP_217468.1","Rv2952, (MTCY349.38), len: 270 aa. Probable methyltransferase, equivalent to Q9CD86|ML0130 hypothetical protein from Mycobacterium leprae (270 aa), FASTA scores: opt: 1584, E(): 6.1e-99, (83.7% identity in 270 aa overlap). Also highly similar to Q9RMN9|MTF2 putative methyltransferase from Mycobacterium smegmatis (274 aa),FASTA scores: opt: 902, E(): 3.8e-53, (56.35% identity in 252 aa overlap). Also similar to other methyltransferases e.g. Q9ADL4|SORM O-methyltransferase from Polyangium cellulosum (346 aa), FASTA scores: opt: 390, E(): 1.1e-18,(36.25% identity in 251 aa overlap); Q54303|RAPM methyltransferase from Streptomyces hygroscopicus (317 aa),FASTA scores: opt: 315, E(): 1.1e-13, (40.75% identity in 135 aa overlap); etc. Very similar to C-terminal part of Q50584|Rv1523|MTCY19G5.05c hypothetical 37.9 KDA protein from Mycobacterium tuberculosis (358 aa), FASTA score: opt: 965, E(): 2.7e-57, (60.3% identity in 247 aa overlap)."
"Rv2953","MLST+","-","3305279..3306535",,"Enoyl reductase","NP_217469.1","Rv2953, (MTCY349.37c), len: 418 aa. Enoyl reductase,equivalent to Q9CD87|ML0129 hypothetical protein from Mycobacterium leprae (418 aa), FASTA scores: opt: 2357,E(): 2.7e-143, (86.6% identity in 418 aa overlap). Also highly similar to Q9X7N5|SC5F2A.12c conserved hypothetical protein from Streptomyces coelicolor (396 aa), FASTA scores: opt: 491, E(): 7e-24, (38.35% identity in 417 aa overlap); and similar to other hypothetical proteins e.g. Q9VG81 CG5167 protein from Drosophila melanogaster (Fruit fly) (431 aa), FASTA scores: opt: 393, E(): 1.4e-17,(26.55% identity in 433 aa overlap); Q9GZE9|F22F7.1 hypothetical protein from Caenorhabditis elegans (426 aa),FASTA scores: opt: 338, E(): 4.6e-14, (27.05% identity in 425 aa overlap); P73855|SLL1601 hypothetical 44.8 KDA protein from Synechocystis sp. (strain PCC 6803) (414 aa),FASTA scores: opt: 565, E(): 1.3e-28, (35.7% identity in 409 aa overlap); etc. Also highly similar to other proteins from Mycobacterium tuberculosis e.g. RV2449C|O53176|MTV008.05C hypothetical 44.4 KDA protein (419 aa), FASTA scores: opt: 1835, E(): 7e-110, (67.55% identity in 419 aa overlap); etc."
"Rv2954c","MLST+","-","3306666..3307391",,"Hypothetical protein","NP_217470.1","Rv2954c, (MTCY349.36), len: 241 aa. Hypothetical unknown protein. Equivalent to AAK47354 from Mycobacterium tuberculosis strain CDC1551 (199 aa) but longer 42 aa. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv2955c","MLST+","-","3307580..3308545",,"hypothetical protein","NP_217471.1","Rv2955c, (MTCY349.34), len: 321 aa. Conserved protein, similar to others e.g. Q98NV5|MLL9724 hypothetical protein from Rhizobium loti (Mesorhizobium loti) (284 aa),FASTA scores: opt: 231, E(): 6.5e-08, (34.6% identity in 182 aa overlap); Q9AGG2|NLPE1 NLPE1 from Rhizobium etli (249 aa), FASTA scores: opt: 212, E(): 1.1e-06, (27.85% identity in 255 aa overlap); Q9KXY2 hypothetical 31.3 KDA protein from Streptomyces coelicolor(291 aa), FASTA scores: opt: 211, E(): 1.4e-06, (30.9% identity in 249 aa overlap); etc. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv2956","MLST+","-","3308668..3309399",,"hypothetical protein","NP_217472.1","Rv2956, (MTCY349.33c), len: 243 aa. Conserved protein, highly similar to O86299|GSC GSC protein from Mycobacterium avium subsp. silvaticum Mycobacterium avium (240 aa), FASTA scores: opt: 1070, E(): 3.5e-63, (67.5% identity in 240 aa overlap); and O86294|GSC GSC protein from Mycobacterium paratuberculosis (240 aa), FASTA scores: opt: 1070, E(): 3.5e-63, (67.5% identity in 240 aa overlap). Also some similarity with other proteins from other organisms e.g. Q9L727 nodulation protein NOEI from Rhizobium fredii (Sinorhizobium fredii) (241 aa), FASTA scores: opt: 205, E(): 3.5e-06, (27.25% identity in 198 aa overlap); Q9AGG1|LPEA LPEA protein from Rhizobium etli (286 aa), FASTA scores: opt: 201, E(): 7.2e-06, (28.85% identity in 208 aa overlap); P74191|SLL1173 hypothetical 28.0 KDA protein Synechocystis sp. (strain PCC 6803) (244 aa), FASTA scores: opt: 274, E(): 1e-10, (30.65% identity in 225 aa overlap); etc. Also highly similar to others from Mycobacterium tuberculosis e.g. P71792|RV1513|MTCY277.35 hypothetical 26.7 KDA protein (243 aa), FASTA scores: opt: 1105, E(): 1.7e-65, (70.05% identity in 237 aa overlap); etc. Predicted to be an outer membrane protein (See Song et al., 2008). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
